uuid,article_url,article
1741708633-535,https://www.detailingwiki.org/tag/water/,"A rinseless wash is a washing technique that allows you to wash your car in a way that does not require rinsing afterwards. It is not waterless, but rinseless. This way of washing can save on time and/or product and prevents too much chemicals from going down the drain."
1741710687-1309,https://www.detailingwiki.org/tag/tac/,TACSYSTEM is a Korean manufacturer of specialized nano-technology products. The company has made a name by being the main supplier for several other big detailing manufacturers.
1741709754-1040,https://www.detailingwiki.org/tag/towel/,"A tack cloth (also: tack rag, tac cloth) is a special cloth/towel that is covered by a sticky substance. This allows it to grab dirt and remove it by making it stick to the fabric of the towel."
1741707793-69,https://www.detailingwiki.org/tag/worldwide/,Chemical Guys is a manufacturer of a very wide variety of detailing products. The company was founded around 1968 and is available in 50 countries worldwide. Chemical Guys are known for being a bit quirky with a firm aim at high quality products at an affordable price.
1741709161-812,https://www.detailingwiki.org/tag/usa/,Smartwax is an American brand of detailing products located in California. The brand was established around 2003 and has a fairly wide range of products that is being offered via several different resellers.
1741710503-1209,https://www.detailingwiki.org/tag/tetrion/,Manufacturers of Detailing related products
1741707705-20,https://www.detailingwiki.org/tag/yachtlack/,Manufacturers of Detailing related products
1741709330-888,https://www.detailingwiki.org/tag/tyre-blooming/,"Tyre blooming is the discoloration of the rubber in a tyre. This usually shows as brown rubber that is hard to clean off. In general, it won’t get washed off and it might stain towels or applicators. Blooming doesn’t cause immediate damage, but over time it could shorten the lifespan of the tyres by a small amount."
1741708648-554,https://www.detailingwiki.org/tag/washmitt/,"After washing a vehicle, the recommended step is to rinse the soap off. But not everybody actually knows why its recommended. Why not just dry off the soap and with it, the vehicle? Rinsing is one of the many steps of washing a car properly. And shouldn’t be skipped, unless you are using a rinseless of waterless washing products."
1741708754-605,https://www.detailingwiki.org/tag/wash-mitten/,"When you ask a detailer for a starter pack, they will often begin with 2 buckets and a proper washmitt. But why? What’s so special about a washmitt that you need to have it? A washmitt is essential in taken care of your vehicle in a way that will minimize the amount of surface imperfections you create."
1741708433-410,https://www.detailingwiki.org/tag/webshop/,"Killerwaxx is an American manufacturer of detailing products. The company is located in California and its main audience is in the USA, with a smaller focus on Asia."
1741710817-1385,https://www.detailingwiki.org/tag/swipe/,"When you apply a protective product, that product will start to cure. At a certain point, it is ready to be buffed off. But how do you know it is ready? By doing the swipe-test."
1741710833-1396,https://www.detailingwiki.org/tag/surfbuf-pad/,"Overall pad performance is dependent on the type and amount of fabric, stiffness and length of the fibers and how they are attached to the pad. The difference between a foam pad, different kind of wool pads and a microfiber pad are discussed in relation to the Kevin Brown Method."
1741709179-821,https://www.detailingwiki.org/tag/unpainted-trim/,"Trying to prevent polish or wax from getting onto trims and plastics doesn’t always go flawless. In those cases, you might experience the white haze (residue) you can get on the plastic. Getting that white haze off might not be as easy as you think."
1741707754-43,https://www.detailingwiki.org/tag/wrap-a-car/,Miscellaneous detailing related content
1741710807-1379,https://www.detailingwiki.org/tag/swirl/,"Although carwashes are very popular, they are not the place where detailers are found. There is a reason why detailers don’t like a carwash. The art called detailing/valeting is very different to the service that is offered by a carwash."
1741710444-1192,https://www.detailingwiki.org/tag/tfr/,Salt is an unwelcome type of contamination on your vehicle. Salt can cause rapid corrosion and extreme dage to unprotected metals. It can also severely stain polished metals and create a matte look over the surface.
1741709839-1067,https://www.detailingwiki.org/tag/topping-up/,Posts about general maintenance of a detailed object.
1741708629-529,https://www.detailingwiki.org/tag/water-based/,"A very frequent difference in liquid or paste products is the carrier within the product. This carrier can either be a water-based solution, or oil based. The largest quantity of a certain ingredients often determines what the carrier is. Within an emulsion, oil is dissolved into water with the use of an emulsifier. Technically speaking, the oil is still in suspension within the emulsion but is statistically distributed."
1741709643-982,https://www.detailingwiki.org/tag/transparent-film/,Anything relating to protecting the paint
1741710055-1125,https://www.detailingwiki.org/tag/tire-blooming/,Articles related to decontamination
1741708105-223,https://www.detailingwiki.org/tag/wiki/,"DetailingWiki is a non-profit collection of writers and editors who aim to spread their knowledge and insight of the world of detailing. These articles are written by several different detailers and are added to the database. The main inspiration of the concept came from WikiPedia, the largest online encyclopedia in the world."
